id,kg_of_seed_planted,bags_harvested,grade_1_bags,grade_2_bags,ungraded_bags,report_type,season,farmer_id,pigeon_peas_reports_id,harvest_report_id,created_at,updated_at,kg_of_fertilizer
32,15.0,,,,,planting,4,7090,,,2017-09-21 01:26:06 +0300,2018-11-03 00:48:10 +0300,5.0
